;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_montecastellipisano;Montecastelli;Montecastelli;Montecastelli;;Montecastelli;;;;;;;;;x
b_castellodimonteregio;Castello di Monteregio;Castello di Monteregio;Castello di Monteregio;;Castello di Monteregio;;;;;;;;;x
b_massamaritima;Massa Marittima;Massa Marittima;Massa Marittima;;Massa Marittima;;;;;;;;;x
b_sanbartolomeodisestinga;Abbazia di San Bartolomeo;Abbazia di San Bartolomeo;Abbazia di San Bartolomeo;;Abbazia di San Bartolomeo;;;;;;;;;x
b_castellodibiserno;Castello di Biserno;Castello di Biserno;Castello di Biserno;;Castello di Biserno;;;;;;;;;x
b_gavorrano;Gavorrano;Gavorrano;Gavorrano;;Gavorrano;;;;;;;;;x
b_casteldipietra;Castel di Pietra;Castel di Pietra;Castel di Pietra;;Castel di Pietra;;;;;;;;;x
b_scalino;Scalino;Scalino;Scalino;;Scalino;;;;;;;;;x
b_roccaaldobrandesca;Rocca Aldobrandesca;Rocca Aldobrandesca;Rocca Aldobrandesca;;Rocca Aldobrandesca;;;;;;;;;x
b_abbaziadisansalvatore;Abbazia di San Salvatore;Abbazia di San Salvatore;Abbazia di San Salvatore;;Abbazia di San Salvatore;;;;;;;;;x
b_santafiora;Santa Fiora;Santa Fiora;Santa Fiora;;Santa Fiora;;;;;;;;;x
b_sovana;Soana;Soana;Soana;;Soana;;;;;;;;;x
b_castellazzara;Castell'Azzara;Castell'Azzara;Castell'Azzara;;Castell'Azzara;;;;;;;;;x
b_scansano;Scansano;Scansano;Scansano;;Scansano;;;;;;;;;x
b_arcidosso;Arcidosso;Arcidosso;Arcidosso;;Arcidosso;;;;;;;;;x
b_pescia;Pescia;Pescia;Pescia;;Pescia;;;;;;;;;x
b_montecastrese;Castello Montecastrese;Castello Montecastrese;Castello Montecastrese;;Castello Montecastrese;;;;;;;;;x
b_piegaio;Piegaio;Piegaio;Piegaio;;Piegaio;;;;;;;;;x
b_montecarloluccaveryniceplaceforaholiday;Montecarlo;Montecarlo;Montecarlo;;Montecarlo;;;;;;;;;x
b_castelnuovodigarfagnana;Castelnuovo di Garfagnana;Castelnuovo di Garfagnana;Castelnuovo di Garfagnana;;Castelnuovo di Garfagnana;;;;;;;;;x
b_castiglionedigarfagnana;Castiglione di Garfagnana;Castiglione di Garfagnana;Castiglione di Garfagnana;;Castiglione di Garfagnana;;;;;;;;;x
b_fortezzadelleverrucole;Fortezza delle Verrucole;Fortezza delle Verrucole;Fortezza delle Verrucole;;Fortezza delle Verrucole;;;;;;;;;x
b_castellomalaspina;Castello Malaspina;Castello Malaspina;Castello Malaspina;;Castello Malaspina;;;;;;;;;x
b_minucciano;Minucciano;Minucciano;Minucciano;;Minucciano;;;;;;;;;x
b_lunibishop;Luni;Luni;Luni;;Luni;;;;;;;;;x
b_fivizzano;Fivizzano;Fivizzano;Fivizzano;;Fivizzano;;;;;;;;;x
b_mulazzo;Mulazzo;Mulazzo;Mulazzo;;Mulazzo;;;;;;;;;x
b_carrara;Carrara;Carrara;Carrara;;Carrara;;;;;;;;;x
b_sarzana;Sarzàna;Sarzàna;Sarzàna;;Sarzàna;;;;;;;;;x
b_aulla;Aulla;Aulla;Aulla;;Aulla;;;;;;;;;x
#Pisa;;;;;;;;;;;;;;x
b_livorno;Livorno;Livorno;Livorno;;Livorno;;;;;;;;;x
b_santamariadiserena;Santa Maria di Serena;Santa Maria di Serena;Santa Maria di Serena;;Santa Maria di Serena;;;;;;;;;x
b_bolgheri;Bolgheri;Bolgheri;Bolgheri;;Bolgheri;;;;;;;;;x
b_castagnetocarducci;Castagneto;Castagneto;Castagneto;;Castagneto;;;;;;;;;x
b_riparbella;Riparbella;Riparbella;Riparbella;;Riparbella;;;;;;;;;x
b_pontedera;Pontedera;Pontedera;Pontedera;;Pontedera;;;;;;;;;x
b_castellodiripoli;Castello di Ripoli;Castello di Ripoli;Castello di Ripoli;;Castello di Ripoli;;;;;;;;;x
b_vicopisano;Vicopisano;Vicopisano;Vicopisano;;Vicopisano;;;;;;;;;x
b_calcinaia;Calcinaia;Calcinaia;Calcinaia;;Calcinaia;;;;;;;;;x
b_portoferraio;Portoferraio;Portoferraio;Portoferraio;;Portoferraio;;;;;;;;;x
b_piombino;Piombino;Piombino;Piombino;;Piombino;;;;;;;;;x
b_populonia;Populonia;Populonia;Populonia;;Populonia;;;;;;;;;x
b_campiglia;Campiglia Marittima;Campiglia Marittima;Campiglia Marittima;;Campiglia Marittima;;;;;;;;;x
b_sanvincenzo;San Vincenzo;San Vincenzo;San Vincenzo;;San Vincenzo;;;;;;;;;x
#Reggio e Modena;;;;;;;;;;;;;;x
b_carpi;Carpi;Carpi;Carpi;;Carpi;;;;;;;;;x
b_abbaziadinonantola;Abbazia di Nonantola;Abbazia di Nonantola;Abbazia di Nonantola;;Abbazia di Nonantola;;;;;;;;;x
b_vignola;Rocca di Vignola;Rocca di Vignola;Rocca di Vignola;;Rocca di Vignola;;;;;;;;;x
b_finalemodena;Finale;Finale;Finale;;Finale;;;;;;;;;x
b_roccadellefinale;Rocca di Finale;Rocca di Finale;Rocca di Finale;;Rocca di Finale;;;;;;;;;x
b_fioranomodenese;Fiorano;Fiorano;Fiorano;;Fiorano;;;;;;;;;x
b_formigine;Formigine;Formigine;Formigine;;Formigine;;;;;;;;;x
b_roccadicanossa;Rocca di Canossa;Rocca di Canossa;Rocca di Canossa;;Rocca di Canossa;;;;;;;;;x
b_albinea;Albinea;Albinea;Albinea;;Albinea;;;;;;;;;x
b_pratofontana;Prato Fontana;Prato Fontana;Prato Fontana;;Prato Fontana;;;;;;;;;x
b_rubiera;Rubiera;Rubiera;Rubiera;;Rubiera;;;;;;;;;x
b_roccadeiboiardo;Rocca dei Boiardo;Rocca dei Boiardo;Rocca dei Boiardo;;Rocca dei Boiardo;;;;;;;;;x
b_correggio;Correggio;Correggio;Correggio;;Correggio;;;;;;;;;x
b_carpineti;Carpineti;Carpineti;Carpineti;;Carpineti;;;;;;;;;x
b_castellodibianello;Castello di Bianello;Castello di Bianello;Castello di Bianello;;Castello di Bianello;;;;;;;;;x
b_frignanomodena;Castrum Feronianum;Castrum Feronianum;Castrum Feronianum;;Castrum Feronianum;;;;;;;;;x
b_serramazzoni;Serramazzoni;Serramazzoni;Serramazzoni;;Serramazzoni;;;;;;;;;x
b_castelnovo;Castelnovo;Castelnovo;Castelnovo;;Castelnovo;;;;;;;;;x
b_salamedifelina;Felino;Felino;Felino;;Felino;;;;;;;;;x
b_pievepelago;Pieve;Pieve;Pieve;;Pieve;;;;;;;;;x
b_ligonchio;Ligonchio;Ligonchio;Ligonchio;;Ligonchio;;;;;;;;;x
b_modena;Modena;Modena;Modena;;Modena;;;;;;;;;x
b_sassuolo;Sassuolo;Sassuolo;Sassuolo;;Sassuolo;;;;;;;;;x
b_reggionellemila;Reggio Emilia;Reggio Emilia;Reggio Emilia;;Reggio Emilia;;;;;;;;;x
#Mantua;;;;;;;;;;;;;;x
b_marmirolo;Marmirolo;Marmirolo;Marmirolo;;Marmirolo;;;;;;;;;x
b_asola;Asola;Asola;Asola;;Asola;;;;;;;;;x
b_castelgoffredo;Castelgoffredo;Castelgoffredo;Castelgoffredo;;Castelgoffredo;;;;;;;;;x
b_castellodisangiorgio;Castel San Giorgio;Castel San Giorgio;Castel San Giorgio;;Castel San Giorgio;;;;;;;;;x
b_goito;Goito;Goito;Goito;;Goito;;;;;;;;;x
b_castiglionedellestiviere;Castiglione;Castiglione;Castiglione;;Castiglione;;;;;;;;;x
b_cavriana;Cavriana;Cavriana;Cavriana;;Cavriana;;;;;;;;;x
b_villimpenta;Villimpenta;Villimpenta;Villimpenta;;Villimpenta;;;;;;;;;x
b_redondesco;Redondesco;Redondesco;Redondesco;;Redondesco;;;;;;;;;x
b_marianamantovana;Mariana;Mariana;Mariana;;Mariana;;;;;;;;;x
b_suzzara;Suzzara;Suzzara;Suzzara;;Suzzara;;;;;;;;;x
b_luzzara;Luzzara;Luzzara;Luzzara;;Luzzara;;;;;;;;;x
b_guastalla;Guastalla;Guastalla;Guastalla;;Guastalla;;;;;;;;;x
b_mantova;Mantua;Mantua;Mantua;;Mantua;;;;;;;;;x
b_serravalleapo;Serravalle;Serravalle;Serravalle;;Serravalle;;;;;;;;;x
b_castellucchio;Castellucchio;Castellucchio;Castellucchio;;Castellucchio;;;;;;;;;x
b_novellara;Novellara;Novellara;Novellara;;Novellara;;;;;;;;;x
b_gonzaga;Gonzaga;Gonzaga;Gonzaga;;Gonzaga;;;;;;;;;x
#Parma;;;;;;;;;;;;;;x
b_berceto;Berceto;Berceto;Berceto;;Berceto;;;;;;;;;x
b_montechiarugolo;Montechiarugolo;Montechiarugolo;Montechiarugolo;;Montechiarugolo;;;;;;;;;x
b_corniglio;Corniglio;Corniglio;Corniglio;;Corniglio;;;;;;;;;x
b_felino;Felino;Felino;Felino;;Felino;;;;;;;;;x
b_roccasanvitale;Rocca Sanvitale;Rocca Sanvitale;Rocca Sanvitale;;Rocca Sanvitale;;;;;;;;;x
b_torrechiara;Castello di Torrechiara;Castello di Torrechiara;Castello di Torrechiara;;Castello di Torrechiara;;;;;;;;;x
b_sansecondoparmenese;Sansecondo;Sansecondo;Sansecondo;;Sansecondo;;;;;;;;;x
b_collechio;Collecchio;Collecchio;Collecchio;;Collecchio;;;;;;;;;x
b_colorno;Colorno;Colorno;Colorno;;Colorno;;;;;;;;;x
b_sissa;Sissa;Sissa;Sissa;;Sissa;;;;;;;;;x
b_sorbolo;Sorbolo;Sorbolo;Sorbolo;;Sorbolo;;;;;;;;;x
b_salsomaggioreterme ;Salsomaggiore;Salsomaggiore;Salsomaggiore;;Salsomaggiore;;;;;;;;;x
b_fidenza;Fidenza;Fidenza;Fidenza;;Fidenza;;;;;;;;;x
b_bardipiacenza;Bardi;Bardi;Bardi;;Bardi;;;;;;;;;x
b_roccabianca;Roccabianca;Roccabianca;Roccabianca;;Roccabianca;;;;;;;;;x
b_roccadeirossi;Rocca dei Rossi;Rocca dei Rossi;Rocca dei Rossi;;Rocca dei Rossi;;;;;;;;;x
b_agazzano;Agazzano;Agazzano;Agazzano;;Agazzano;;;;;;;;;x
b_castellodellaboffalora;Castello della Bufalora;Castello della Bufalora;Castello della Bufalora;;Castello della Bufalora;;;;;;;;;x
b_borgonovovaltidone;Borgonovo;Borgonovo;Borgonovo;;Borgonovo;;;;;;;;;x
b_calendasco;Calendasco;Calendasco;Calendasco;;Calendasco;;;;;;;;;x
b_carpanetopiacentino;Carpaneto;Carpaneto;Carpaneto;;Carpaneto;;;;;;;;;x
b_castellodirezzanello;Castello di Rezzanello;Castello di Rezzanello;Castello di Rezzanello;;Castello di Rezzanello;;;;;;;;;x
b_gazzola;Gazzola ;Gazzola ;Gazzola ;;Gazzola ;;;;;;;;;x
b_castellodirivalta;Castello di Rivalta;Castello di Rivalta;Castello di Rivalta;;Castello di Rivalta;;;;;;;;;x
b_abbaziadisansavino;Abbazia di San Savino;Abbazia di San Savino;Abbazia di San Savino;;Abbazia di San Savino;;;;;;;;;x
b_gropparello;Gropparello;Gropparello;Gropparello;;Gropparello;;;;;;;;;x
b_montechino;Montechino;Montechino;Montechino;;Montechino;;;;;;;;;x
b_roccadolgisio;Rocca d'Olgisio;Rocca d'Olgisio;Rocca d'Olgisio;;Rocca d'Olgisio;;;;;;;;;x
b_castellodimonteventano;Castello di Monteventano;Castello di Monteventano;Castello di Monteventano;;Castello di Monteventano;;;;;;;;;x
b_castellodiriva;Castello di Riva;Castello di Riva;Castello di Riva;;Castello di Riva;;;;;;;;;x
b_pontenure;Pontenure;Pontenure;Pontenure;;Pontenure;;;;;;;;;x
b_castellodipaderna;Castello di Paderna;Castello di Paderna;Castello di Paderna;;Castello di Paderna;;;;;;;;;x
b_rivargo;Rivargo;Rivargo;Rivargo;;Rivargo;;;;;;;;;x
b_castellodisarmato;Castello di Sarmato;Castello di Sarmato;Castello di Sarmato;;Castello di Sarmato;;;;;;;;;x
b_castellodistatto ;Castello di Statto;Castello di Statto;Castello di Statto;;Castello di Statto;;;;;;;;;x
b_castellodivigoleno;Castello di Vigoleno;Castello di Vigoleno;Castello di Vigoleno;;Castello di Vigoleno;;;;;;;;;x
b_parma;Parma;Parma;Parma;;Parma;;;;;;;;;x
b_fontanellato;Fontanellato;Fontanellato;Fontanellato;;Fontanellato;;;;;;;;;x
b_noceto;Noceto;Noceto;Noceto;;Noceto;;;;;;;;;x
b_piacenza;Piacenza;Piacenza;Piacenza;;Piacenza;;;;;;;;;x
#Savona;;;;;;;;;;;;;;x
b_savona;Savona;Savona;Savona;;Savona;;;;;;;;;x
b_monaco;Monaco;Monaco;Monaco;;Monaco;;;;;;;;;x
b_ventimiglia;Ventimiglia;Ventimiglia;Ventimiglia;;Ventimiglia;;;;;;;;;x
b_campogrosso;ogrossourùssu;ogrossourùssu;ogrossourùssu;;ogrossourùssu;;;;;;;;;x
b_sanremo;Sanremo;Sanremo;Sanremo;;Sanremo;;;;;;;;;x
b_mentone;Mentone;Mentone;Mentone;;Mentone;;;;;;;;;x
b_apricale;Apricale;Apricale;Apricale;;Apricale;;;;;;;;;x
b_roquebrunecapmartin;Roccabruna;Roccabruna;Roccabruna;;Roccabruna;;;;;;;;;x
b_castellodidolceacqua;Castello Doria;Castello Doria;Castello Doria;;Castello Doria;;;;;;;;;x
b_castellodellalucertola;Castello della Lucertola;Castello della Lucertola;Castello della Lucertola;;Castello della Lucertola;;;;;;;;;x
b_castelappio;Castel d'Appio;Castel d'Appio;Castel d'Appio;;Castel d'Appio;;;;;;;;;x
b_castelsangiovannifinale;Castel San Giovanni;Castel San Giovanni;Castel San Giovanni;;Castel San Giovanni;;;;;;;;;x
b_castelgavone;Castel Gavone;Castel Gavone;Castel Gavone;;Castel Gavone;;;;;;;;;x
b_caliceligure;Calice Ligure;Calice Ligure;Calice Ligure;;Calice Ligure;;;;;;;;;x
b_finaleligure;Finale Ligure;Finale Ligure;Finale Ligure;;Finale Ligure;;;;;;;;;x
b_tovosangiacomo;Tovo San Giacomo;Tovo San Giacomo;Tovo San Giacomo;;Tovo San Giacomo;;;;;;;;;x
b_bormida;Bormia;Bormia;Bormia;;Bormia;;;;;;;;;x
b_osiglia;Oseria;Oseria;Oseria;;Oseria;;;;;;;;;x
b_carcare;Carcare;Carcare;Carcare;;Carcare;;;;;;;;;x
b_calizzano;Calizzano;Calizzano;Calizzano;;Calizzano;;;;;;;;;x
b_albenga;Arbenga;Arbenga;Arbenga;;Arbenga;;;;;;;;;x
b_pietraligure;La Pietra;La Pietra;La Pietra;;La Pietra;;;;;;;;;x
b_oneglia;Oneglia;Oneglia;Oneglia;;Oneglia;;;;;;;;;x
b_andoraligure;Andora;Andora;Andora;;Andora;;;;;;;;;x
b_albisolasuperiore;Albisola Superiore;Albisola Superiore;Albisola Superiore;;Albisola Superiore;;;;;;;;;x
b_cairomontenotte;Cairo;Cairo;Cairo;;Cairo;;;;;;;;;x
b_noliligure;Noli;Noli;Noli;;Noli;;;;;;;;;x
b_castellodimonteursino;Castello di Monte Ursino;Castello di Monte Ursino;Castello di Monte Ursino;;Castello di Monte Ursino;;;;;;;;;x
b_pontinvre;Il Ponte;Il Ponte;Il Ponte;;Il Ponte;;;;;;;;;x
b_casteldelfinoligure;Castello di Fino;Castello di Fino;Castello di Fino;;Castello di Fino;;;;;;;;;x
b_stellaligure;Steja ;Steja ;Steja ;;Steja ;;;;;;;;;x
b_castellodistella;Castello di Steja;Castello di Steja;Castello di Steja;;Castello di Steja;;;;;;;;;x
b_cogoleto;Cogoleto;Cogoleto;Cogoleto;;Cogoleto;;;;;;;;;x
b_varazze;Varazze;Varazze;Varazze;;Varazze;;;;;;;;;x
b_arenzano;Arenzano;Arenzano;Arenzano;;Arenzano;;;;;;;;;x
b_vadoligure;Vado;Vado;Vado;;Vado;;;;;;;;;x
#Genoa;;;;;;;;;;;;;;x
b_busalla;Busalla;Busalla;Busalla;;Busalla;;;;;;;;;x
b_castellodelladragonara;Castel Dragone;Castel Dragone;Castel Dragone;;Castel Dragone;;;;;;;;;x
b_camogli;Camoggi;Camoggi;Camoggi;;Camoggi;;;;;;;;;x
b_castellodicampoligure;Castello Spinola;Castello Spinola;Castello Spinola;;Castello Spinola;;;;;;;;;x
b_castellodiisoladelcantone;L’Isöa do Canton;L’Isöa do Canton;L’Isöa do Canton;;L’Isöa do Canton;;;;;;;;;x
b_montoggio;Monteuggio;Monteuggio;Monteuggio;;Monteuggio;;;;;;;;;x
b_borgofornari;Borgo Fornari;Borgo Fornari;Borgo Fornari;;Borgo Fornari;;;;;;;;;x
b_roncoscrivia;Ronco;Ronco;Ronco;;Ronco;;;;;;;;;x
b_castellodisantostefanodaveto;Castello di San Ste';Castello di San Ste';Castello di San Ste';;Castello di San Ste';;;;;;;;;x
b_savignone;Savignon;Savignon;Savignon;;Savignon;;;;;;;;;x
b_vobbia;Obbia;Obbia;Obbia;;Obbia;;;;;;;;;x
b_propata;Propata;Propata;Propata;;Propata;;;;;;;;;x
b_chiavari;Chiavari;Chiavari;Chiavari;;Chiavari;;;;;;;;;x
b_lerici;Lerici;Lerici;Lerici;;Lerici;;;;;;;;;x
b_sestrilevanti;Sestri Levante;Sestri Levante;Sestri Levante;;Sestri Levante;;;;;;;;;x
b_portofino;Portofin;Portofin;Portofin;;Portofin;;;;;;;;;x
b_rapallo;Rapallo;Rapallo;Rapallo;;Rapallo;;;;;;;;;x
#Monferrato;;;;;;;;;;;;;;x
b_acqui;Acqui;Acqui;Acqui;;Acqui;;;;;;;;;x
b_asti;Asti;Asti;Asti;;Asti;;;;;;;;;x
b_casale;Casale Monferrato;Casale Monferrato;Casale Monferrato;;Casale Monferrato;;;;;;;;;x
b_canelli;Canelli;Canelli;Canelli;;Canelli;;;;;;;;;x
b_alessandria;Alessandria;Alessandria;Alessandria;;Alessandria;;;;;;;;;x
b_moncalvopiemonte;Moncalvo;Moncalvo;Moncalvo;;Moncalvo;;;;;;;;;x
b_chivasso;Chivasso;Chivasso;Chivasso;;Chivasso;;;;;;;;;x
b_bergamasco;Bergamasco;Bergamasco;Bergamasco;;Bergamasco;;;;;;;;;x
b_castellodeipaleologi;Castello dei Paleologi;Castello dei Paleologi;Castello dei Paleologi;;Castello dei Paleologi;;;;;;;;;x
b_caminopiemonte;Camino;Camino;Camino;;Camino;;;;;;;;;x
b_castellodigabiano;Castello di Gabian;Castello di Gabian;Castello di Gabian;;Castello di Gabian;;;;;;;;;x
b_cremolino;Chermolin;Chermolin;Chermolin;;Chermolin;;;;;;;;;x
b_castelloditorreratti;Castello di Torre Ratti;Castello di Torre Ratti;Castello di Torre Ratti;;Castello di Torre Ratti;;;;;;;;;x
b_morbello;Morbwllo;Morbwllo;Morbwllo;;Morbwllo;;;;;;;;;x
b_orsarabormida;L'Orsera;L'Orsera;L'Orsera;;L'Orsera;;;;;;;;;x
b_neive;Neive;Neive;Neive;;Neive;;;;;;;;;x
b_sandamianodasti;San Damiano d'Asti;San Damiano d'Asti;San Damiano d'Asti;;San Damiano d'Asti;;;;;;;;;x
b_nizzamonferrato;Nizza Monferrato;Nizza Monferrato;Nizza Monferrato;;Nizza Monferrato;;;;;;;;;x
b_possodigruppo;Posso di Gruppo;Posso di Gruppo;Posso di Gruppo;;Posso di Gruppo;;;;;;;;;x
b_varzibobbio;Varzi;Varzi;Varzi;;Varzi;;;;;;;;;x
b_fortunago;Fortunago;Fortunago;Fortunago;;Fortunago;;;;;;;;;x
b_ottone;Ottone;Ottone;Ottone;;Ottone;;;;;;;;;x
b_abizziadisancolombano;Abbazia di San Colombano;Abbazia di San Colombano;Abbazia di San Colombano;;Abbazia di San Colombano;;;;;;;;;x
b_castellodipiumesana;Castello di Piumesana;Castello di Piumesana;Castello di Piumesana;;Castello di Piumesana;;;;;;;;;x
b_castellodicalcinara;Castello di Calcinara;Castello di Calcinara;Castello di Calcinara;;Castello di Calcinara;;;;;;;;;x
b_bobbio;Bobbio;Bobbio;Bobbio;;Bobbio;;;;;;;;;x
b_tortona;Tortona;Tortona;Tortona;;Tortona;;;;;;;;;x
#Saluzzo;;;;;;;;;;;;;;x
b_abbaziadisanquintino;Abbazia di San Quintino;Abbazia di San Quintino;Abbazia di San Quintino;;Abbazia di San Quintino;;;;;;;;;x
b_racconigi;Racconigi;Racconigi;Racconigi;;Racconigi;;;;;;;;;x
b_caraglio;Caraglio;Caraglio;Caraglio;;Caraglio;;;;;;;;;x
b_savigliano;Savigliano;Savigliano;Savigliano;;Savigliano;;;;;;;;;x
b_saluzzo;Saluzzo;Saluzzo;Saluzzo;;Saluzzo;;;;;;;;;x
b_castellodellamanta;Castello della Manta;Castello della Manta;Castello della Manta;;Castello della Manta;;;;;;;;;x
b_cuneo;Cuneo;Cuneo;Cuneo;;Cuneo;;;;;;;;;x
b_abbziadisandalmass;Abbazia di San Damaso;Abbazia di San Damaso;Abbazia di San Damaso;;Abbazia di San Damaso;;;;;;;;;x
b_susapiemonte;Susa;Susa;Susa;;Susa;;;;;;;;;x
b_moncalieri;Moncalieri;Moncalieri;Moncalieri;;Moncalieri;;;;;;;;;x
b_pinerolo;Pinerlo;Pinerlo;Pinerlo;;Pinerlo;;;;;;;;;x
b_abbadiaalpina;La Badìa;La Badìa;La Badìa;;La Badìa;;;;;;;;;x
b_sanpietrovallemina;San Pietro;San Pietro;San Pietro;;San Pietro;;;;;;;;;x
b_rivoli;Rìvoli;Rìvoli;Rìvoli;;Rìvoli;;;;;;;;;x
b_torino;Torino;Torino;Torino;;Torino;;;;;;;;;x
b_settimo;Settimo;Settimo;Settimo;;Settimo;;;;;;;;;x
b_sangiorgiocanavese;San Giorgio;San Giorgio;San Giorgio;;San Giorgio;;;;;;;;;x
b_meanadisusa;Meana;Meana;Meana;;Meana;;;;;;;;;x
b_novara;Novara;Novara;Novara;;Novara;;;;;;;;;x
b_nibbiola;Nibbiola;Nibbiola;Nibbiola;;Nibbiola;;;;;;;;;x
b_borgosesia;Borgo Sesia;Borgo Sesia;Borgo Sesia;;Borgo Sesia;;;;;;;;;x
b_biandrate;Biandrate;Biandrate;Biandrate;;Biandrate;;;;;;;;;x
b_domodossolacastello;Castello di Mattarella;Castello di Mattarella;Castello di Mattarella;;Castello di Mattarella;;;;;;;;;x
b_domodossola;Domodossola;Domodossola;Domodossola;;Domodossola;;;;;;;;;x
b_varallosesia;Varallo;Varallo;Varallo;;Varallo;;;;;;;;;x
b_santhia;Santia;Santia;Santia;;Santia;;;;;;;;;x
b_castellodivettigne;Castello di Vettignè;Castello di Vettignè;Castello di Vettignè;;Castello di Vettignè;;;;;;;;;x
b_castellodiivera;Castello dalle Rosse Torri;Castello dalle Rosse Torri;Castello dalle Rosse Torri;;Castello dalle Rosse Torri;;;;;;;;;x
b_messarano;Messarano;Messarano;Messarano;;Messarano;;;;;;;;;x
b_crevacuore;Crevacuore;Crevacuore;Crevacuore;;Crevacuore;;;;;;;;;x
b_biella;Biella;Biella;Biella;;Biella;;;;;;;;;x
b_vercelli;Vercelli;Vercelli;Vercelli;;Vercelli;;;;;;;;;x
b_castellovisconteo;Castello Visconteo;Castello Visconteo;Castello Visconteo;;Castello Visconteo;;;;;;;;;x
b_busca;Busca;Busca;Busca;;Busca;;;;;;;;;x
b_paesana;Pizano;Pizano;Pizano;;Pizano;;;;;;;;;x
b_ivrea;Ivrea;Ivrea;Ivrea;;Ivrea;;;;;;;;;x
#Lombardy;;;;;;;;;;;;;;x
b_lecco;Lecco;Lecco;Lecco;;Lecco;;;;;;;;;x
b_castelloandrinani;Castello Andriano;Castello Andriano;Castello Andriano;;Castello Andriano;;;;;;;;;x
b_abbiategrasso;Abbiategrasso;Abbiategrasso;Abbiategrasso;;Abbiategrasso;;;;;;;;;x
b_binasco;Binasco;Binasco;Binasco;;Binasco;;;;;;;;;x
b_buccinascocastello;Castello di Buccinasco;Castello di Buccinasco;Castello di Buccinasco;;Castello di Buccinasco;;;;;;;;;x
b_cassanodadda;Cassano sull'Adda;Cassano sull'Adda;Cassano sull'Adda;;Cassano sull'Adda;;;;;;;;;x
b_sandonatomilanese;San Donato;San Donato;San Donato;;San Donato;;;;;;;;;x
b_abbaziadichiaravalle;Abbazia di Chiaravalle;Abbazia di Chiaravalle;Abbazia di Chiaravalle;;Abbazia di Chiaravalle;;;;;;;;;x
b_castellodimacconago;Castello de Macconago;Castello de Macconago;Castello de Macconago;;Castello de Macconago;;;;;;;;;x
b_melegnano;Melegnano;Melegnano;Melegnano;;Melegnano;;;;;;;;;x
b_melegnanocastello;Castello dei Medici;Castello dei Medici;Castello dei Medici;;Castello dei Medici;;;;;;;;;x
b_peschieraborromeo;Peschera Borromeo;Peschera Borromeo;Peschera Borromeo;;Peschera Borromeo;;;;;;;;;x
b_peschieraborromeocastello;Castello di Mirazzano;Castello di Mirazzano;Castello di Mirazzano;;Castello di Mirazzano;;;;;;;;;x
b_castellosforzesco;Castello Sforzesco;Castello Sforzesco;Castello Sforzesco;;Castello Sforzesco;;;;;;;;;x
b_trezzosulladda;Trezzo;Trezzo;Trezzo;;Trezzo;;;;;;;;;x
b_castellodizvido;Castello di Zivido;Castello di Zivido;Castello di Zivido;;Castello di Zivido;;;;;;;;;x
b_castellodiaicurzio;Castello di Aicurzio;Castello di Aicurzio;Castello di Aicurzio;;Castello di Aicurzio;;;;;;;;;x
b_castellodibellusco;Bellusco;Bellusco;Bellusco;;Bellusco;;;;;;;;;x
b_castellodisulbiate;Castello di Sulbiate;Castello di Sulbiate;Castello di Sulbiate;;Castello di Sulbiate;;;;;;;;;x
b_rhomilano;Rho;Rho;Rho;;Rho;;;;;;;;;x
b_lodi;Lodi;Lodi;Lodi;;Lodi;;;;;;;;;x
b_milano;Milano;Milano;Milano;;Milano;;;;;;;;;x
b_roccadiorino;Roca di Orino;Roca di Orino;Roca di Orino;;Roca di Orino;;;;;;;;;x
b_castellodivarese;Castello di Varese;Castello di Varese;Castello di Varese;;Castello di Varese;;;;;;;;;x
b_arona;Arona;Arona;Arona;;Arona;;;;;;;;;x
b_varese;Varese;Varese;Varese;;Varese;;;;;;;;;x
b_gallarate;Gallarate;Gallarate;Gallarate;;Gallarate;;;;;;;;;x
b_turbigo;Turbigo;Turbigo;Turbigo;;Turbigo;;;;;;;;;x
b_roccadiangera;Rocca di Angera;Rocca di Angera;Rocca di Angera;;Rocca di Angera;;;;;;;;;x
b_angera;Angera;Angera;Angera;;Angera;;;;;;;;;x
b_castelloditirano;Castel Del Dosso;Castel Del Dosso;Castel Del Dosso;;Castel Del Dosso;;;;;;;;;x
b_tirano;Tirano;Tirano;Tirano;;Tirano;;;;;;;;;x
b_castellodimontagnainvaltellina;Castel Di Piro;Castel Di Piro;Castel Di Piro;;Castel Di Piro;;;;;;;;;x
b_montagnainvaltellina;Muntagna;Muntagna;Muntagna;;Muntagna;;;;;;;;;x
b_sondrio;Sondrio;Sondrio;Sondrio;;Sondrio;;;;;;;;;x
b_andalovaltellino;Andalo;Andalo;Andalo;;Andalo;;;;;;;;;x
b_castellodisondrio;Castello di Sondrio;Castello di Sondrio;Castello di Sondrio;;Castello di Sondrio;;;;;;;;;x
b_como;Como;Como;Como;;Como;;;;;;;;;x
b_chiavenna;Chiavenna;Chiavenna;Chiavenna;;Chiavenna;;;;;;;;;x
b_legnano;Legnano;Legnano;Legnano;;Legnano;;;;;;;;;x
b_castellodibaradello;Castello di Baradello;Castello di Baradello;Castello di Baradello;;Castello di Baradello;;;;;;;;;x
b_castellodimalpaga;Castello di Malpaga;Castello di Malpaga;Castello di Malpaga;;Castello di Malpaga;;;;;;;;;x
b_castellodibianzano;Castello di Bianzano;Castello di Bianzano;Castello di Bianzano;;Castello di Bianzano;;;;;;;;;x
